Price,Close,High,Low,Open,Volume
2021-02-04,358.59356689453125,358.63998265068375,354.6751192898168,355.59436662167684,47142600
2021-02-05,360.00494384765625,360.7106447040377,358.54715471512554,360.45994861198795,48669800
2021-02-08,362.6048889160156,362.6513046740329,360.59923510850524,361.4534777465929,38365200
2021-02-09,362.3634033203125,362.95768361802595,361.3605907389764,361.76912302259905,35551100
2021-02-10,362.2055969238281,364.24840035419544,359.8099713889872,364.09983025590975,59154400
2021-02-11,362.7906799316406,363.70066140087914,360.36719862577837,363.2828061165584,42913300
2021-02-12,364.5826721191406,364.82407372216704,361.91773330512245,361.9920325190132,50593300
2021-02-16,364.2668762207031,366.0032729008585,363.5519093548807,365.8082587527633,50972400
2021-02-17,364.3504638671875,364.6011599060725,361.5091004089487,362.5212357222634,52290600
2021-02-18,362.7999267578125,363.54274901362083,360.0328614317489,361.750669777265,59712800
2021-02-19,362.1591796875,364.34125872083973,361.71346939446187,364.05341301185115,83241000
2021-02-22,359.37353515625,361.7784550408201,359.1042500973584,359.4013902770424,67414200
2021-02-23,359.80987548828125,361.15627216355455,353.03153303962563,357.17282070447845,107284100
2021-02-24,363.7748107910156,364.20196042155277,357.7392890909114,358.72354113198065,72433900
2021-02-25,355.00933837890625,363.8769286831077,353.5701100677541,362.5119712403062,146670500
2021-02-26,353.18011474609375,358.0271036542426,351.20234468696304,356.8850154751008,152701600
2021-03-01,361.7413024902344,362.9855734404292,353.37516012939244,358.03642977075657,105348800
2021-03-02,358.9185485839844,362.19629994312015,358.41712808705853,361.9641644974679,79595300
2021-03-03,354.1644592285156,359.18784590388924,354.0623048857202,358.22218274333903,119940200
2021-03-04,349.7817077636719,356.5600515760826,345.306129482108,353.9787065028338,183433000
2021-03-05,356.2164611816406,357.26571784913307,346.01179684391315,353.27297148908974,152039600
2021-03-08,354.4430236816406,359.97712560372787,354.1644724397162,357.17293919990277,123149200
2021-03-09,359.5035705566406,362.04776622878813,357.77646793232316,358.27788847962165,113633600
2021-03-10,361.7413024902344,363.431255369481,360.4320834867978,361.84345682354007,109899400
2021-03-11,365.40899658203125,367.37750035793965,363.7468990842494,364.2019037645304,86245000
2021-03-12,365.9011535644531,366.04042915723414,363.2455378059453,364.0533645809201,64653600
2021-03-15,368.0832824707031,368.34327305827475,364.01626458616573,366.15189953144346,73427200
2021-03-16,367.6190490722656,369.40183375852735,366.84834338041725,368.69616114127246,73722500
2021-03-17,368.87249755859375,369.67102984650717,365.19545189698175,366.3375684287189,97959300
2021-03-18,363.5054931640625,368.37104231310417,362.8276475623629,366.2911180973628,115349100
2021-03-19,362.8329162597656,364.7799210991891,360.662312193328,363.20554373191754,113624500
2021-03-22,365.7301330566406,367.1088860050199,363.2893903689639,363.34528306947146,73778600
2021-03-23,362.85162353515625,366.54068471271836,362.0690971295922,365.0967422553669,90686600
2021-03-24,361.0069885253906,365.8791772373448,360.9604207531097,364.2489071923662,97588600
2021-03-25,363.0379333496094,363.8297562145069,357.6347344917859,359.57244319585334,116128600
2021-03-26,368.88824462890625,369.28881849367565,363.5875351124933,364.18373344592686,114409100
2021-03-29,368.701904296875,369.60554090899944,365.93510175704296,367.4163152580118,108107600
2021-03-30,367.7237854003906,368.39452632963565,366.13075792489735,367.43499693096027,76262200
2021-03-31,369.2142333984375,370.76998933005086,368.26402908759354,368.2919754370403,112734200
2021-04-01,373.201416015625,373.2573371455199,370.93767636691575,371.1426257443496,99682900
2021-04-05,378.5580139160156,379.0983479190761,375.7819150666603,375.8564291896752,91684800
2021-04-06,378.3345031738281,379.3778716395841,377.66376224160524,377.9991469225459,62021000
2021-04-07,378.7723083496094,379.1169894924743,377.7103185696919,378.16678511784755,55836300
2021-04-08,380.5703125,380.6262052108521,379.089098803099,380.02068189018087,57863100
2021-04-09,383.33709716796875,383.5048037222059,380.32810213483407,380.4492124791382,61104600
2021-04-12,383.47686767578125,383.74700629608895,382.1353857837753,382.74090909191403,56704900
2021-04-13,384.6133728027344,385.2375459689583,382.992427357714,383.3743798281407,56551000
2021-04-14,383.2998352050781,385.63808919365846,382.7595011466084,384.58539585907903,61659900
2021-04-15,387.41741943359375,387.6875864651336,385.3865753074208,385.43314308577106,60229800
2021-04-16,388.71240234375,389.3179257179002,387.287081231819,388.7030774145645,82037300
2021-04-19,386.8025207519531,388.22784142524785,385.4796889791716,387.78069983654575,78498500
2021-04-20,383.9705810546875,386.6907875184191,382.4986639809094,385.59152639170094,81851800
2021-04-21,387.6037292480469,387.80867863656937,383.2159530341772,383.3557132219947,66793000
2021-04-22,384.06365966796875,388.2651075101176,383.0016699793457,387.43601353904774,97582800
2021-04-23,388.2279052734375,389.6346047551007,384.54816933952253,384.62268347334305,73209200
2021-04-26,389.038330078125,389.60661044348035,388.29307511302295,388.87997690212677,52182400
2021-04-27,388.95452880859375,389.53213415675737,387.8179963971385,389.33648125494796,51303100
2021-04-28,388.8426513671875,390.34251444446187,388.37685997158,389.22460372314373,51238900
2021-04-29,391.32073974609375,391.9355879172904,387.9484139465216,391.56296041556226,78544300
2021-04-30,388.74957275390625,389.90475500080083,387.8552610382918,389.057011063111,85527000
2021-05-03,389.5880126953125,391.1157939955126,389.0942748542552,390.7338415630485,68128300
2021-05-04,387.1844482421875,388.0974096431561,383.50471315012,387.6036718842852,101591200
2021-05-05,387.30560302734375,389.0569834839452,386.7466475835862,388.8240877515174,60162200
2021-05-06,390.3984680175781,390.528874845266,385.3772223436678,387.3801199711882,74321400
2021-05-07,393.2398376464844,393.89195716185367,390.48235974282153,391.1624256128691,67733800
2021-05-10,389.3457946777344,393.81738162988034,389.2246843410474,393.59381081117,81852400
2021-05-11,385.8710632324219,386.8585391344915,382.00499869926307,384.83701954295117,116888000
2021-05-12,377.6731262207031,384.3618863785904,376.35959057471223,383.09494694764567,134811000
2021-05-13,382.2099609375,384.13834501882,379.1729905541456,379.21958677276984,106394000
2021-05-14,388.0788269042969,388.9265708311616,384.9114504451291,384.9393967974584,82201600
2021-05-17,387.09136962890625,387.90187074432333,385.0791468765085,386.97028771615726,65129200
2021-05-18,383.75634765625,387.59446551118776,383.5979660188922,387.352244805697,59810200
2021-05-19,382.75018310546875,382.9271861523255,377.5985301803542,379.0797721892408,106467100
2021-05-20,386.8677673339844,388.12541000565056,383.50476652206805,383.6258484249689,78022200
2021-05-21,386.5511169433594,389.5880871287696,386.0946502945075,388.3490656109407,76578700
2021-05-24,390.49163818359375,391.56295289159766,388.544604797389,388.7868254622032,51376700
2021-05-25,389.625244140625,391.9262551656702,389.0476672600288,391.5722490957163,57451400
2021-05-26,390.3984680175781,390.9015023339306,389.1780966451499,390.2121400584183,43088600
2021-05-27,390.60345458984375,391.9356114927395,390.3239626244938,391.4232522007512,56707700
2021-05-28,391.3021240234375,392.42933147222897,391.0692282777566,392.1684893742527,58520200
2021-06-01,390.9574279785156,393.7987445957446,390.5195828561252,393.65901283958925,54216600
2021-06-02,391.572265625,392.4107130596126,390.6034397848831,391.60953690489885,49097100
2021-06-03,390.1189270019531,391.25545917868044,387.7992948793943,389.2618867288055,58138800
2021-06-04,393.6869812011719,393.9850945840739,390.18422002621526,391.96354696648706,55938800
2021-06-07,393.3050231933594,393.85465374362394,392.3734402072181,393.6776507018846,51555000
2021-06-08,393.38885498046875,394.25522031845156,391.56296032167944,394.1620563356279,47134300
2021-06-09,392.802001953125,394.30186550282065,392.5784311103021,394.22732293544,48436300
2021-06-10,394.6277770996094,395.57800975260335,392.708718801907,394.02225396425393,51020100
